smiles,temperature,ionic
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>3.987484<sep>COCCOC<sep>96.01252<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.31642,3.863836
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.358554<sep>CC1COC(=O)O1<sep>63.21907<sep>CCOC(=O)OCC<sep>36.42237<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,2.742511
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.8296<sep>CC1COC(=O)O1<sep>24.88638<sep>C1COCCO1<sep>67.28402<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,4.021551
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.365381<sep>CC1COC(=O)O1<sep>93.63462<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.480582
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.613791<sep>CC1COC(=O)O1<sep>40.66827<sep>CCOC(=O)OCC<sep>52.71794<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.029789
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.7222<sep>O=C1OCCO1<sep>59.85638<sep>CC1COC(=O)O1<sep>34.42142<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.366148
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.50174953210188<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>31.43461632354138<sep>CCOC(=O)OC<sep>62.06363414435675<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.03407
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.04824<sep>CC1COC(=O)O1<sep>38.30166<sep>CCOC(=O)OCC<sep>49.65011<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.391817
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.50174953210188<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>31.43461632354138<sep>CCOC(=O)OC<sep>62.06363414435675<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.706855
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.004854<sep>O=C1OCCO1<sep>47.02378<sep>COC(=O)OC<sep>45.97136<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.726,3.519546
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.049993<sep>CC1COC(=O)O1<sep>76.72466<sep>C1COCCO1<sep>22.22534<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.259837
F[B-](F)(F)F.[Li+]<sep>14.00516<sep>CC1COC(=O)O1<sep>54.56077<sep>CCOC(=O)OCC<sep>31.43407<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.274701
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.44315<sep>CC1COC(=O)O1<sep>71.17877<sep>CCOC(=O)OCC<sep>15.37807<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.245777
F[B-](F)(F)F.[Li+]<sep>6.750896<sep>CC1COC(=O)O1<sep>68.04671<sep>CCOC(=O)OCC<sep>25.20239<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.828641
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.439805<sep>CC1COC(=O)O1<sep>25.80164<sep>C1COCCO1<sep>69.75856<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.526231
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.218057<sep>CC1COC(=O)O1<sep>83.97107<sep>C1COCCO1<sep>10.81087<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.391147
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>6.737831<sep>O=C1OCCO1<sep>50.53641<sep>COCCO<sep>42.72576<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.605305
F[B-](F)(F)F.[Li+]<sep>3.755484<sep>CC1COC(=O)O1<sep>51.62794<sep>CCOC(=O)OCC<sep>44.61657<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.17863
F[B-](F)(F)F.[Li+]<sep>9.211181<sep>CC1COC(=O)O1<sep>82.83488<sep>CCOC(=O)OCC<sep>7.953937<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.884865
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.95224<sep>CC1COC(=O)O1<sep>36.60152<sep>CCOC(=O)OCC<sep>47.44624<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.659624
F[B-](F)(F)F.[Li+]<sep>6.76892<sep>CC1COC(=O)O1<sep>85.06318<sep>CCOC(=O)OCC<sep>8.167901<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.605266
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.877433<sep>CC1COC(=O)O1<sep>52.09895<sep>CCOC(=O)OCC<sep>45.02362<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.093071
F[P-](F)(F)(F)(F)F.[Li+]<sep>11.29333<sep>CC1COC(=O)O1<sep>80.93515<sep>CCOC(=O)OCC<sep>7.771522<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.355
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.632533<sep>CC1COC(=O)O1<sep>90.36747<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.68473
F[B-](F)(F)F.[Li+]<sep>13.83312<sep>CC1COC(=O)O1<sep>78.61787<sep>CCOC(=O)OCC<sep>7.549012<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.09092
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.749294<sep>CC1COC(=O)O1<sep>43.22217<sep>CCOC(=O)OCC<sep>56.02853<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.250921
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.13015<sep>CC1COC(=O)O1<sep>47.13557<sep>CCOC(=O)OCC<sep>40.73429<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.515476
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.651149<sep>CC1COC(=O)O1<sep>41.08749<sep>CCOC(=O)OCC<sep>53.26136<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.686904
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.562922<sep>O=S1(=O)CCCC1<sep>59.85566<sep>COCCOCCOCCOC<sep>31.58142<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,3.822168
F[P-](F)(F)(F)(F)F.[Li+]<sep>11.82631<sep>O=C1OCCO1<sep>29.48498<sep>CC1COC(=O)O1<sep>25.43375<sep>CCOC(=O)OC<sep>33.25496<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,2.709473
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.818939<sep>CC1COC(=O)O1<sep>66.5376<sep>CCOC(=O)OCC<sep>24.64346<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-69.0,1.040207
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.406109<sep>COCCOC<sep>90.59389<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,73.29636,4.324138
F[B-](F)(F)F.[Li+]<sep>17.74022<sep>CC1COC(=O)O1<sep>67.64514<sep>CCOC(=O)OCC<sep>14.61464<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.037789
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.1717<sep>O=C1OCCO1<sep>50.83076<sep>CCOC(=O)OC<sep>42.99754<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.931789
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.983967<sep>ClCCl<sep>32.81059<sep>C1CCOC1<sep>60.20545<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,4.049993
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.045275<sep>O=C1OCCO1<sep>41.39444<sep>CC1COC(=O)O1<sep>53.56028<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.661901
F[B-](F)(F)F.[Li+]<sep>7.474069<sep>CC1COC(=O)O1<sep>58.70452<sep>CCOC(=O)OCC<sep>33.82141<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.638353
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,100.8193,3.737931
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.664515<sep>O=C1OCCO1<sep>48.71285<sep>COC(=O)OC<sep>47.62263<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,30.0,4.037785
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.172817<sep>CC1COC(=O)O1<sep>43.0013<sep>C1COCCO1<sep>49.82589<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.0251
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.12701<sep>O=C1OCCO1<sep>66.34586<sep>CC1COC(=O)O1<sep>24.52713<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.784491
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.842246<sep>CC1COC(=O)O1<sep>31.21472<sep>CCOC(=O)OCC<sep>62.94303<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.98313
F[As-](F)(F)(F)(F)F.[Li+]<sep>7.966005<sep>O=S1(=O)CCCC1<sep>55.68315<sep>COCCOCCOCCOC<sep>14.68995<sep>CCc1ccccc1<sep>21.66089<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,2.886491
F[B-](F)(F)F.[Li+]<sep>5.793807<sep>O=C1OCCO1<sep>15.99951<sep>CC1COC(=O)O1<sep>78.20668<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.642762
F[B-](F)(F)F.[Li+]<sep>12.06766<sep>CC1COC(=O)O1<sep>87.93234<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.67279
O=S(=O)(F)[N-]S(=O)(=O)F.[Li+]<sep>25.0<sep>COC(=O)OC<sep>50.0<sep>FC(F)C(F)(F)COC(F)(F)C(F)F<sep>25.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.45484486000851
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>7.355331<sep>O=C1OCCO1<sep>77.23507<sep>COCCOCCOC<sep>15.4096<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,55.0,4.195417
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.807159<sep>O=C1OCCO1<sep>17.86974<sep>CC1COC(=O)O1<sep>14.00252<sep>ClCCl<sep>31.97994<sep>C1CCOC1<sep>29.34063<sep>O<sep>0<sep>,-40.0,3.612784
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.211551<sep>CC1COC(=O)O1<sep>45.7628<sep>C1COCCO1<sep>53.02565<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.064063
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.954521<sep>O=C1OCCO1<sep>28.41844<sep>CC1COC(=O)O1<sep>24.51375<sep>CCOC(=O)OC<sep>32.05206<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>6.061229<sep>O<sep>0<sep>,60.0,4.098754
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,50.08232,3.937799
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.395334<sep>CC1COC(=O)O1<sep>74.13073<sep>C1COCCO1<sep>21.47394<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.924237
F[B-](F)(F)F.[Li+]<sep>18.38898<sep>CC1COC(=O)O1<sep>74.46115<sep>CCOC(=O)OCC<sep>7.149877<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.09092
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.384711<sep>CC1COC(=O)O1<sep>86.32612<sep>CCOC(=O)OCC<sep>8.289171<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.653405
F[B-](F)(F)F.[Li+]<sep>15.6305<sep>CC1COC(=O)O1<sep>36.74163<sep>CCOC(=O)OCC<sep>47.62786<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.042073
F[P-](F)(F)(F)(F)F.[Li+]<sep>9.959067<sep>CC1COC(=O)O1<sep>74.04386<sep>CCOC(=O)OCC<sep>15.99707<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,4.045206
F[B-](F)(F)F.[Li+]<sep>10.10098<sep>CC1COC(=O)O1<sep>73.92716<sep>CCOC(=O)OCC<sep>15.97186<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,2.642854
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>6.624238<sep>CC1COC(=O)O1<sep>76.78621<sep>CCOC(=O)OCC<sep>16.58955<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.519576
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.590321<sep>CC1COC(=O)O1<sep>80.10344<sep>CCOC(=O)OCC<sep>17.30623<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.578237
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.598884<sep>CC1COC(=O)O1<sep>99.40112<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,1.982356
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.436902<sep>CC1COC(=O)O1<sep>78.58494<sep>CCOC(=O)OCC<sep>16.97816<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.905957
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.406109<sep>COCCOC<sep>90.59389<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.4031,3.903448
F[P-](F)(F)(F)(F)F.[Li+]<sep>9.877103<sep>O=C1OCCO1<sep>30.30607<sep>CCOC(=O)OC<sep>59.81683<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.563142
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.678121<sep>O=C1OCCO1<sep>31.20651<sep>CC1COC(=O)O1<sep>26.91875<sep>CCOC(=O)OC<sep>35.19662<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,3.185774
F[As-](F)(F)(F)(F)F.[Li+]<sep>19.98263<sep>O=S1(=O)CCCC1<sep>52.3802<sep>COCCOCCOCCOC<sep>27.63717<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,3.686636
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.923581<sep>CC1COC(=O)O1<sep>35.81968<sep>C1COCCO1<sep>62.25674<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.56159
F[B-](F)(F)F.[Li+]<sep>16.83386<sep>CC1COC(=O)O1<sep>52.76606<sep>CCOC(=O)OCC<sep>30.40008<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.437937
F[As-](F)(F)(F)(F)F.[Li+]<sep>10.08226<sep>O=C1OCCO1<sep>50.41395<sep>CC1COC(=O)O1<sep>39.50379<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.217484
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>8.488609<sep>O=C1OCCO1<sep>15.91698<sep>CC1COC(=O)O1<sep>12.47237<sep>CC1CCCO1<sep>63.12204<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.631444
F[B-](F)(F)F.[Li+]<sep>8.329485<sep>CC1COC(=O)O1<sep>83.63933<sep>CCOC(=O)OCC<sep>8.031182<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.437707
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.815167<sep>CC1COC(=O)O1<sep>52.13235<sep>CCOC(=O)OCC<sep>45.05248<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.098723
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.992831<sep>CC1COC(=O)O1<sep>32.82238<sep>CCOC(=O)OCC<sep>66.18479<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.786925
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.008403<sep>O=C1OCCO1<sep>21.3445<sep>CC1COC(=O)O1<sep>73.64709<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.880603
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.671951<sep>O=C1OCCO1<sep>28.10651<sep>CC1COC(=O)O1<sep>24.24468<sep>CCOC(=O)OC<sep>31.70024<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>10.27663<sep>O<sep>0<sep>,-20.0,3.156692
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>15.46268<sep>CC1COC(=O)O1<sep>84.53732<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,200.4891,3.586116
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.756969<sep>O=C1OCCO1<sep>61.10409<sep>CC1COC(=O)O1<sep>35.13894<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.620809
F[As-](F)(F)(F)(F)F.[Li+]<sep>7.106032<sep>ClCCl<sep>55.64007<sep>O=S1(=O)CCCC1<sep>37.25389<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,4.027757
F[P-](F)(F)(F)(F)F.[Li+]<sep>0.93857<sep>O=C1OCCO1<sep>33.31188<sep>CCOC(=O)OC<sep>65.74956<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.212454
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.0215<sep>O=C1OCCO1<sep>14.26249<sep>CC1COC(=O)O1<sep>69.71602<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.19044
F[B-](F)(F)F.[Li+]<sep>10.85679<sep>CC1COC(=O)O1<sep>89.14321<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.304004
F[B-](F)(F)F.[Li+]<sep>5.105047<sep>CC1COC(=O)O1<sep>78.0355<sep>CCOC(=O)OCC<sep>16.85946<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.652855
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.07776<sep>O=C1OCCO1<sep>28.28355<sep>CC1COC(=O)O1<sep>24.3974<sep>CCOC(=O)OC<sep>31.89993<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>10.34136<sep>O<sep>0<sep>,30.0,3.755128
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.6477,2.110345
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.749294<sep>CC1COC(=O)O1<sep>43.22217<sep>CCOC(=O)OCC<sep>56.02853<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.434333
F[B-](F)(F)F.[Li+]<sep>4.263532<sep>CC1COC(=O)O1<sep>69.86182<sep>CCOC(=O)OCC<sep>25.87465<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.386357
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>15.46268<sep>CC1COC(=O)O1<sep>84.53732<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,50.21941,1.248232
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.628759<sep>CC1COC(=O)O1<sep>95.37124<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.335362
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.877433<sep>CC1COC(=O)O1<sep>52.09895<sep>CCOC(=O)OCC<sep>45.02362<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-79.0,1.491222
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.345527<sep>CC1COC(=O)O1<sep>85.44948<sep>CCOC(=O)OCC<sep>8.204995<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.966212
F[B-](F)(F)F.[Li+]<sep>2.935759<sep>CC1COC(=O)O1<sep>61.58392<sep>CCOC(=O)OCC<sep>35.48032<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.493827
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.517291<sep>O=C1OCCO1<sep>30.36535<sep>CC1COC(=O)O1<sep>61.11736<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.584731
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.329558<sep>CC1COC(=O)O1<sep>76.2062<sep>CCOC(=O)OCC<sep>16.46424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-69.0,1.054613
F[B-](F)(F)F.[Li+]<sep>8.153572<sep>O=C1OCCO1<sep>36.69302<sep>CCOC(=O)OC<sep>55.15341<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.83505,3.676601
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.26952<sep>O=C1OCCO1<sep>29.50156<sep>CCOC(=O)OC<sep>58.22892<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.492561
F[As-](F)(F)(F)(F)F.[Li+]<sep>4.551601<sep>O=S1(=O)CCCC1<sep>95.4484<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.004321
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.83273<sep>CC1COC(=O)O1<sep>26.75746<sep>COCCOC<sep>64.40981<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-5.0,2.995151
F[As-](F)(F)(F)(F)F.[Li+]<sep>7.625216<sep>O=C1OCCO1<sep>8.578822<sep>CC1COC(=O)O1<sep>6.722266<sep>CC1CCCO1<sep>11.34035<sep>C1CCOC1<sep>65.73334<sep>O<sep>0<sep>,-10.0,4.018284
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,64.52147,4.083184
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.350577<sep>O=C1OCCO1<sep>21.92143<sep>CC1COC(=O)O1<sep>17.17738<sep>CC1CCCO1<sep>28.97796<sep>Cc1ccccc1<sep>23.57266<sep>O<sep>0<sep>,-20.0,3.471292
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.26693<sep>CC1COC(=O)O1<sep>55.66362<sep>CCOC(=O)OCC<sep>32.06945<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.056905
F[B-](F)(F)F.[Li+]<sep>13.47108<sep>CC1COC(=O)O1<sep>71.15581<sep>CCOC(=O)OCC<sep>15.37311<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.452298
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.675993<sep>CC1COC(=O)O1<sep>99.32401<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-21.0924,2.36
F[B-](F)(F)F.[Li+]<sep>15.01181<sep>CC1COC(=O)O1<sep>53.92208<sep>CCOC(=O)OCC<sep>31.0661<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.613357
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.261419<sep>CC1COC(=O)O1<sep>80.3889<sep>C1COCCO1<sep>10.34968<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.776427
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>4.935158<sep>COCCOC<sep>95.06484<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-9.65157,3.096685
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.946816<sep>CC1COC(=O)O1<sep>59.67351<sep>CCOC(=O)OCC<sep>34.37967<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.609594
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.41484<sep>CC1COC(=O)O1<sep>71.20206<sep>CCOC(=O)OCC<sep>15.3831<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.962227
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.937811<sep>CC1COC(=O)O1<sep>58.41029<sep>CCOC(=O)OCC<sep>33.65189<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,4.054996
F[B-](F)(F)F.[Li+]<sep>4.289776<sep>CC1COC(=O)O1<sep>87.32513<sep>CCOC(=O)OCC<sep>8.385097<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.511425
