smiles,temperature,ionic
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.523664<sep>O=C1OCCO1<sep>20.32993<sep>CC1COC(=O)O1<sep>70.14641<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.56786
F[P-](F)(F)(F)(F)F.[Li+]<sep>10.32206001027071<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>69.88482136306948<sep>CCOC(=O)OC<sep>19.79311862665982<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,4.04219
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.43717<sep>O=C1OCCO1<sep>26.40673<sep>CCOC(=O)OC<sep>37.22891<sep>COC(C)=O<sep>20.92719<sep>O<sep>0.0<sep>O<sep>0<sep>,30.0,4.05151
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.963769<sep>CC#N<sep>95.03623<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,61.92352,4.544828
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.843758<sep>O=C1OCCO1<sep>33.4755<sep>COC(=O)OC<sep>32.72629<sep>CCOC(=O)OCC<sep>24.95445<sep>O<sep>0.0<sep>O<sep>0<sep>,-49.6532,1.488655
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.202354<sep>CC1COC(=O)O1<sep>83.98498<sep>C1COCCO1<sep>10.81266<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.806031
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.155863073561544<sep>O=c1occo1<sep>30.85943190094683<sep>O=C1OCCO1<sep>52.18499635833941<sep>CCOC(=O)OC<sep>14.79970866715222<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.630733
F[B-](F)(F)F.[Li+]<sep>2.841764<sep>CC1COC(=O)O1<sep>42.31093<sep>CCOC(=O)OCC<sep>54.8473<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.330056
F[As-](F)(F)(F)(F)F.[Li+]<sep>14.25294<sep>CCO[Si](OCC)(OCC)OCC<sep>85.74706<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.146128
F[B-](F)(F)F.[Li+]<sep>14.00516<sep>CC1COC(=O)O1<sep>54.56077<sep>CCOC(=O)OCC<sep>31.43407<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.64229
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>5.864307<sep>COCCOC<sep>94.13569<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-55.9291,2.735262
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.894044<sep>CC1COC(=O)O1<sep>59.07253<sep>CCOC(=O)OCC<sep>34.03343<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.122544
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.374749<sep>CC1COC(=O)O1<sep>92.62525<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.279211
F[B-](F)(F)F.[Li+]<sep>16.70258<sep>CC1COC(=O)O1<sep>60.78467<sep>CCOC(=O)OCC<sep>22.51275<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,2.973256
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.935158<sep>COCCOC<sep>95.06484<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,15.66545,3.947514
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.520399<sep>O=C1OCCO1<sep>20.33066<sep>CC1COC(=O)O1<sep>70.14894<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.792137
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>3.987484<sep>COCCOC<sep>96.01252<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-36.5285,3.457982
F[B-](F)(F)F.[Li+]<sep>2.703145<sep>CC1COC(=O)O1<sep>61.73151<sep>CCOC(=O)OCC<sep>35.56535<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.593526
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.532719<sep>CC1COC(=O)O1<sep>96.46728<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.801664
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.134911<sep>CC1COC(=O)O1<sep>83.81686<sep>CCOC(=O)OCC<sep>8.048228<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.667336
F[B-](F)(F)F.[Li+]<sep>3.44016<sep>CC1COC(=O)O1<sep>70.46266<sep>CCOC(=O)OCC<sep>26.09718<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.638926
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.356174<sep>CC1COC(=O)O1<sep>92.64383<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.783312
F[B-](F)(F)F.[Li+]<sep>6.957332<sep>CC1COC(=O)O1<sep>93.04267<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.962811
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.984597<sep>CC1COC(=O)O1<sep>94.0154<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.60206
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.928599<sep>CC1CCCO1<sep>44.26257<sep>O=S1(=O)CCCC1<sep>46.80883<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,80.0,4.066699
F[B-](F)(F)F.[Li+]<sep>8.523665<sep>CC1COC(=O)O1<sep>66.75307<sep>CCOC(=O)OCC<sep>24.72327<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.263494
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.346569<sep>CC1COC(=O)O1<sep>84.74316<sep>C1COCCO1<sep>10.91027<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.008098
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.285519<sep>CC1COC(=O)O1<sep>95.71448<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.406118
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>7.946758<sep>O=S1(=O)CCCC1<sep>41.66146<sep>COCCO<sep>50.39178<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,80.0,4.052694
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.727449<sep>CC1COC(=O)O1<sep>50.57013<sep>CCOC(=O)OCC<sep>43.70242<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.046105
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>4.080151<sep>CC1COC(=O)O1<sep>95.91985<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,86.06668,3.829248
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.09099<sep>CC1COC(=O)O1<sep>47.15657<sep>CCOC(=O)OCC<sep>40.75244<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.522358
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>6.697518<sep>O=C1OCCO1<sep>20.96496<sep>CC1COC(=O)O1<sep>72.33752<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.221223
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.324924<sep>CC1COC(=O)O1<sep>85.46828<sep>CCOC(=O)OCC<sep>8.2068<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-49.3,2.224533
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.650353<sep>CC1COC(=O)O1<sep>67.39035<sep>CCOC(=O)OCC<sep>24.9593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-69.0,1.262451
F[P-](F)(F)(F)(F)F.[Li+]<sep>14.80661<sep>O=C1OCCO1<sep>25.68694<sep>CCOC(=O)OC<sep>28.97131<sep>COC(C)=O<sep>30.53514<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.960569
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>9.096844<sep>O=C1OCCO1<sep>62.02722<sep>COCCOCCOC<sep>28.87593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,25.0,3.999768
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.818912<sep>O=C1OCCO1<sep>45.84607<sep>CC1COC(=O)O1<sep>48.33502<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.127009
F[B-](F)(F)F.[Li+]<sep>14.00516<sep>CC1COC(=O)O1<sep>54.56077<sep>CCOC(=O)OCC<sep>31.43407<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.547702
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.318931<sep>O=C1OCCO1<sep>30.83004<sep>CCOC(=O)OC<sep>60.85102<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.731589
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>6.575322<sep>O=C1OCCO1<sep>40.72743<sep>CC1COC(=O)O1<sep>52.69724<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,1.876615
F[B-](F)(F)F.[Li+]<sep>4.941541<sep>O=C1OCCO1<sep>60.35202<sep>CC1COC(=O)O1<sep>34.70644<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.150723
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.006181<sep>O=C1OCCO1<sep>42.30957<sep>CCOC(=O)OC<sep>53.68425<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,3.431646
F[B-](F)(F)F.[Li+]<sep>9.211181<sep>CC1COC(=O)O1<sep>82.83488<sep>CCOC(=O)OCC<sep>7.953937<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.39195
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.970854<sep>O=C1OCCO1<sep>29.97401<sep>CC1COC(=O)O1<sep>25.85559<sep>CCOC(=O)OC<sep>33.80653<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>6.39301<sep>O<sep>0<sep>,10.0,3.615704
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>6.967791<sep>CC1COC(=O)O1<sep>67.88844<sep>CCOC(=O)OCC<sep>25.14377<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.100721
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.396786<sep>O=C1OCCO1<sep>28.60525<sep>CCOC(=O)OC<sep>40.32845<sep>COC(C)=O<sep>22.66951<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.873988
F[P-](F)(F)(F)(F)F.[Li+]<sep>9.477722556456536<sep>O=c1occo1<sep>0.0<sep>O=C1OCCO1<sep>30.40369692213794<sep>CCOC(=O)OC<sep>60.11858052140553<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.782245
F[B-](F)(F)F.[Li+]<sep>7.860347<sep>CC1COC(=O)O1<sep>40.12542<sep>CCOC(=O)OCC<sep>52.01424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.550227
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.167819<sep>CC1COC(=O)O1<sep>42.16894<sep>CCOC(=O)OCC<sep>54.66324<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.355348
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.682261<sep>CC1COC(=O)O1<sep>48.9851<sep>CCOC(=O)OCC<sep>42.33264<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.106153
F[As-](F)(F)(F)(F)F.[Li+]<sep>11.10039<sep>O=S1(=O)CCCC1<sep>58.1946<sep>COCCOCCOCCOC<sep>30.70501<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.021189
F[B-](F)(F)F.[Li+]<sep>10.82437<sep>CC1COC(=O)O1<sep>38.83463<sep>CCOC(=O)OCC<sep>50.341<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.541543
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.176055<sep>CC1COC(=O)O1<sep>96.82395<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.527708
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.51033<sep>CC1COC(=O)O1<sep>87.1239<sep>CCOC(=O)OCC<sep>8.365775<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.376276
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>15.46268<sep>CC1COC(=O)O1<sep>84.53732<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,116.393,2.846521
F[B-](F)(F)F.[Li+]<sep>6.156995<sep>CC1COC(=O)O1<sep>59.54016<sep>CCOC(=O)OCC<sep>34.30284<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.685478
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.38397<sep>CC1COC(=O)O1<sep>62.56848<sep>CCOC(=O)OCC<sep>36.04755<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.503584
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.393129<sep>CC1COC(=O)O1<sep>34.91774<sep>C1COCCO1<sep>60.68913<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.296723
F[As-](F)(F)(F)(F)F.[Li+]<sep>8.928599<sep>CC1CCCO1<sep>44.26257<sep>O=S1(=O)CCCC1<sep>46.80883<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,2.886491
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.138052<sep>CC1COC(=O)O1<sep>69.22365<sep>CCOC(=O)OCC<sep>25.63829<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.864753
F[B-](F)(F)F.[Li+]<sep>5.41067<sep>O=C1OCCO1<sep>31.39651<sep>CC1COC(=O)O1<sep>63.19282<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.753336
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,74.92832,4.171953
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.726102<sep>O=C1OCCO1<sep>63.64488<sep>COCCOCCOC<sep>29.62901<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,25.0,3.941509
F[B-](F)(F)F.[Li+]<sep>6.454843<sep>CC1COC(=O)O1<sep>31.01164<sep>CCOC(=O)OCC<sep>62.53352<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.529183
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,8.454228,3.37931
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.03014<sep>CC1COC(=O)O1<sep>36.5676<sep>CCOC(=O)OCC<sep>47.40226<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-69.0,0.082785
F[P-](F)(F)(F)(F)F.[Li+]<sep>14.64427<sep>O=C1OCCO1<sep>24.94425<sep>COC(=O)OC<sep>40.6433<sep>COC(C)=O<sep>19.76818<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,4.011899
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.463733<sep>O=C1OCCO1<sep>32.04274<sep>CC1COC(=O)O1<sep>64.49352<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.679381
F[B-](F)(F)F.[Li+]<sep>6.175574<sep>CC1COC(=O)O1<sep>93.82443<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.697419
F[P-](F)(F)(F)(F)F.[Li+]<sep>14.64427<sep>O=C1OCCO1<sep>24.94425<sep>COC(=O)OC<sep>40.6433<sep>COC(C)=O<sep>19.76818<sep>O<sep>0.0<sep>O<sep>0<sep>,0.0,3.895995
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.650353<sep>CC1COC(=O)O1<sep>67.39035<sep>CCOC(=O)OCC<sep>24.9593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.116276
F[P-](F)(F)(F)(F)F.[Li+]<sep>16.97695<sep>O=C1OCCO1<sep>9.639201<sep>CCOC(=O)OC<sep>73.38385<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.674861
F[B-](F)(F)F.[Li+]<sep>16.50656<sep>CC1COC(=O)O1<sep>52.97372<sep>CCOC(=O)OCC<sep>30.51972<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.510302
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.406109<sep>COCCOC<sep>90.59389<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.6758,3.503448
F[B-](F)(F)F.[Li+]<sep>17.89532<sep>CC1COC(=O)O1<sep>52.0926<sep>CCOC(=O)OCC<sep>30.01208<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.389903
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,94.80707,4.227033
F[B-](F)(F)F.[Li+]<sep>6.175574<sep>CC1COC(=O)O1<sep>93.82443<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.62111
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.489998<sep>CC1COC(=O)O1<sep>83.49288<sep>CCOC(=O)OCC<sep>8.017119<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.108911
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.613704<sep>CC1COC(=O)O1<sep>97.3863<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.373031
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.00465<sep>O=C1OCCO1<sep>31.2962<sep>CC1COC(=O)O1<sep>26.99611<sep>CCOC(=O)OC<sep>35.29777<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>1.405266<sep>O<sep>0<sep>,-30.0,3.182305
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.915655<sep>CC1COC(=O)O1<sep>48.8599<sep>CCOC(=O)OCC<sep>42.22445<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,4.045323
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.945639<sep>CC1COC(=O)O1<sep>31.51196<sep>CCOC(=O)OCC<sep>63.5424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.606166
F[P-](F)(F)(F)(F)F.[Li+]<sep>14.21842<sep>CC1COC(=O)O1<sep>28.43789<sep>CCOC(=O)OCC<sep>57.34369<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.882333
F[B-](F)(F)F.[Li+]<sep>3.663064<sep>CC1COC(=O)O1<sep>41.95327<sep>CCOC(=O)OCC<sep>54.38367<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.378279
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.945639<sep>CC1COC(=O)O1<sep>31.51196<sep>CCOC(=O)OCC<sep>63.5424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.849235
F[B-](F)(F)F.[Li+]<sep>9.556326<sep>CC1COC(=O)O1<sep>82.51998<sep>CCOC(=O)OCC<sep>7.923699<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.789127
F[B-](F)(F)F.[Li+]<sep>12.60578<sep>CC1COC(=O)O1<sep>79.73768<sep>CCOC(=O)OCC<sep>7.656539<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.719876
F[B-](F)(F)F.[Li+]<sep>2.649233<sep>CC1COC(=O)O1<sep>80.055<sep>CCOC(=O)OCC<sep>17.29577<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.518913
F[B-](F)(F)F.[Li+]<sep>2.841764<sep>CC1COC(=O)O1<sep>42.31093<sep>CCOC(=O)OCC<sep>54.8473<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.535366
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.188583<sep>O=C1OCCO1<sep>31.70461<sep>CC1COC(=O)O1<sep>27.34841<sep>CCOC(=O)OC<sep>35.7584<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,3.415634
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.640802<sep>CC1COC(=O)O1<sep>61.1366<sep>CCOC(=O)OCC<sep>35.2226<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.750392
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.443802<sep>O=C1OCCO1<sep>24.16554<sep>CC1COC(=O)O1<sep>18.93584<sep>ClCCl<sep>50.45482<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,4.017451
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>1.700005<sep>CC1COC(=O)O1<sep>71.7325<sep>CCOC(=O)OCC<sep>26.56749<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.308329
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,61.11108,3.84
F[B-](F)(F)F.[Li+]<sep>6.629834<sep>CC1COC(=O)O1<sep>76.78161<sep>CCOC(=O)OCC<sep>16.58856<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.813925
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.675993<sep>CC1COC(=O)O1<sep>99.32401<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,109.5429,3.46
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.145736<sep>CC1COC(=O)O1<sep>51.82272<sep>C1COCCO1<sep>40.03155<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.939065
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.626031<sep>O=C1OCCO1<sep>32.07187<sep>CCOC(=O)OC<sep>63.3021<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,3.952452
F[B-](F)(F)F.[Li+]<sep>8.153572<sep>O=C1OCCO1<sep>36.69302<sep>CCOC(=O)OC<sep>55.15341<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.91452,3.53612
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.787711<sep>O=C1OCCO1<sep>27.47608<sep>CC1COC(=O)O1<sep>23.70088<sep>CCOC(=O)OC<sep>30.98921<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>10.04612<sep>O<sep>0<sep>,40.0,3.892256
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.915297<sep>O=C1OCCO1<sep>45.31236<sep>CC1COC(=O)O1<sep>47.77234<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.142003
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.147324<sep>O=C1OCCO1<sep>26.08792<sep>CC1COC(=O)O1<sep>22.50344<sep>CCOC(=O)OC<sep>29.42355<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>14.83777<sep>O<sep>0<sep>,20.0,3.645621
F[B-](F)(F)F.[Li+]<sep>12.85442<sep>CC1COC(=O)O1<sep>55.29088<sep>CCOC(=O)OCC<sep>31.85471<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.353882
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.22577<sep>O=C1OCCO1<sep>26.6278<sep>CC1COC(=O)O1<sep>22.96914<sep>CCOC(=O)OC<sep>30.03246<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>15.14483<sep>O<sep>0<sep>,-10.0,3.236731
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.986089<sep>O=C1OCCO1<sep>69.36913<sep>CC1COC(=O)O1<sep>25.64478<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.914125
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.664045<sep>CC1COC(=O)O1<sep>68.11009<sep>CCOC(=O)OCC<sep>25.22586<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.291851
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>7.013428<sep>O=C1OCCO1<sep>46.49329<sep>COC(=O)OC<sep>46.49329<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.2153,4.190579
F[B-](F)(F)F.[Li+]<sep>10.83899<sep>CC1COC(=O)O1<sep>89.16101<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.796759
