,log(cond) (uS/cm),conc1,conc2,conc3,conc4,conc5,conc6,smiles1,smiles2,smiles3,smiles4,smiles5,smiles6,temperature ( C )
9959,3.491046,2.442312,52.33236,45.22533,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
8386,2.170696,12.32048,72.10198,15.57753,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
9998,2.868112,4.149273,51.4167,44.43402,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
602,3.705049,7.004854,47.02378,45.97136,0.0,0.0,0,[Li+].C(#N)C1=C(N=C([N-]1)C(C(F)(F)F)(F)F)C#N,C1COC(=O)O1,COC(=O)OC,O,O,O,10.0
6555,3.708481,14.26005,28.42409,57.31586,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
4765,3.898649,10.38082,48.5505,41.06867,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,20.0
9731,3.725009,6.668615,30.97897,62.35242,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,39.3
8886,1.462181,3.877295,41.90361,54.2191,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-39.4
13296,3.267172,8.665044,33.92355,45.42713,11.98428,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C(Cl)Cl,C1CCS(=O)(=O)C1,COCCOCCOCCOC,O,O,-10.0
11700,4.10337,8.933376,33.25954,57.80708,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,39.3
12612,3.582063,7.220045,18.95362,14.85184,25.05482,33.91968,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CC1CCCO1,C(Cl)Cl,O,-30.0
500,3.986749,2.27069986213608,32.38180196253345,41.8295353174925,23.51796285783797,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1=COC(=O)O1,C1COC(=O)O1,CCOC(=O)OC,O,O,60.0
5403,4.13783,6.563361,31.24489,26.95185,35.2399,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,O,O,50.0
7652,2.569269,15.34295,45.41214,39.24491,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
2398,3.884342,10.41856,39.01135,50.57008,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
7723,3.564868,7.578553,30.67694,61.74451,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,19.5
13395,3.359835,7.510309,92.48969,0.0,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1CCOC1,O,O,O,O,-50.0
647,3.844311,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,0.001871
12771,2.30103,8.928599,44.26257,46.80883,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,CC1CCCO1,C1CCS(=O)(=O)C1,O,O,O,-60.0
5105,2.934925,10.73799,28.93181,24.95659,32.63107,2.742544,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,-30.0
10007,3.867522,4.101332,51.44242,44.45625,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
4933,3.915613,3.941738,29.9831,25.86343,33.81678,6.394948,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,50.0
9806,3.868195,3.756969,61.10409,35.13894,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
7835,3.617751,9.431868,66.09033,24.47781,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
1768,3.888236,13.49941,63.12211,23.37847,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
831,4.068853,7.816259,70.35006,21.83368,0.0,0.0,0,[Li+].[O-]Cl(=O)(=O)=O,C1COC(=O)O1,COCCOCCOC,O,O,O,35.0
11553,3.843462,4.394681,95.60532,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,59.0
866,2.818724,1.835947,28.81101,69.35304,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,CC1COC(=O)O1,COCCOC,O,O,O,15.0
3085,3.539458,13.95171,46.15843,39.88986,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
6203,3.492229,15.35001,69.6107,15.03929,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
12970,4.509203,8.078462,38.9034,53.01813,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,COCCOC,C1CC(=O)OC1,O,O,O,80.0
5865,3.81596,2.034301,97.9657,0.0,0.0,0.0,0,[Li+].[B-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,COCCOC,O,O,O,O,34.96515
5970,3.902842,3.987484,96.01252,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,3.769489
12036,3.657577,2.790597,54.844,42.3654,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,9.7
11276,3.322137,7.798854,75.82028,16.38086,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,9.7
2616,3.593286,17.8526,27.23311,54.91429,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
2011,3.321598,17.29201,52.47537,30.23261,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,9.7
11365,2.652898,6.292292,72.65985,21.04786,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-39.4
8969,2.742511,0.358554,63.21907,36.42237,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
6221,3.184252,3.769456,87.79986,8.430682,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
6006,3.60802,5.864307,94.13569,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,-49.0725
8397,2.100115,13.52999,71.10736,15.36264,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
10048,3.712683,6.07441,50.38401,43.54158,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
7878,3.446568,13.91872,62.81613,23.26515,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
10232,3.308329,6.376856,68.31966,25.30348,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
13626,3.866287,8.078462,38.9034,53.01813,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,COCCOC,C1CC(=O)OC1,O,O,O,-10.0
12047,3.716003,3.68085,54.34173,41.97742,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,9.7
12314,3.437592,0.920686,33.31789,65.76142,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,30.0
661,3.962968,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,10.28644
4016,3.344739,16.86603,52.74565,30.38832,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
3367,3.757965,6.726769,93.27323,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,49.2
9457,3.242637,3.477405,88.06633,8.456269,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
1111,3.236789,19.64038,58.64086,21.71876,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,20.0
9469,3.392952,3.965188,87.62128,8.413534,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,9.7
3377,3.402053,6.893149,93.10685,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,59.0
2587,3.744762,19.37387,26.72878,53.89734,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
2291,2.906981,7.750567,49.48488,42.76455,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
7354,2.600183,4.526638,41.5772,53.89616,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
9038,3.569551,2.182345,62.06194,35.75572,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
3280,1.933053,16.67759,60.8029,22.51951,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-39.4
11612,3.391839,1.903442,35.82703,62.26953,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-19.8
6171,3.869635,9.959067,74.04386,15.99707,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
9804,3.711559,3.756969,61.10409,35.13894,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,39.3
8792,3.555156,17.8563,52.11736,30.02635,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
3547,3.025554,5.864788,77.41073,16.72448,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
1030,2.907093,7.504226,49.61702,42.87875,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-40.0
3170,3.626194,5.745523,68.78036,25.47411,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
5784,2.471295,4.080151,95.91985,0.0,0.0,0.0,0,[Li+].[B-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-25.5248
3445,1.487085,13.3119,86.6881,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,19.5
4529,3.941843,12.32139,20.00158,67.67703,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,30.0
953,3.773184,9.206909,30.09929,60.69381,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,20.0
4326,3.049724,4.935158,95.06484,0.0,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],COCCOC,O,O,O,O,-39.6123
7952,3.271578,8.073515,15.61233,76.31415,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-0.2
10142,3.007299,2.65474,71.0358,26.30946,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
8216,3.50602,7.802355,92.19764,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,19.5
7119,3.263684,13.94108,46.16414,39.89478,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
2929,3.360257,17.2291,36.04547,46.72543,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
8615,3.661123,15.52197,41.12275,43.35528,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,49.2
9218,2.21467,2.766396,97.2336,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,-39.4
13576,2.869232,8.488609,15.91698,12.47237,63.12204,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],C1COC(=O)O1,CC1COC(=O)O1,CC1CCCO1,O,O,-30.0
7005,4.004761,16.09041,36.54135,47.36824,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
4474,1.513577,11.29868,88.70132,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,COCCOC(=O)OC,O,O,O,O,-50.086
6123,4.043664,4.509325,78.52538,16.9653,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
3171,3.686381,5.72116,68.79814,25.4807,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
4772,4.01097,9.324088,49.12298,41.55293,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,30.0
2520,0.501333,17.67815,35.84992,46.47194,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-59.2
5608,3.66,4.080151,95.91985,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,31.85457
13236,4.166134,9.864263,36.99295,25.85706,27.28573,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,C1CCS(=O)(=O)C1,COCCOCCOCCOC,O,O,80.0
12201,3.894972,9.302119,29.3707,49.68912,11.63806,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,CC(=O)OC,O,O,10.0
5199,3.775992,8.540171,30.13142,25.99137,33.98407,1.352965,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,10.0
11902,3.71584,8.149592,42.54882,49.30159,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,49.2
5193,4.127185,7.464788,30.48571,26.29698,34.38365,1.368873,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,50.0
1230,2.713742,16.33373,83.66627,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,-0.2
4285,4.002762,4.935158,95.06484,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,COCCOC,O,O,O,O,31.11418
13377,3.746634,8.706898,91.2931,0.0,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1CCS(=O)(=O)C1,O,O,O,O,60.0
12697,4.054613,8.786805,43.55964,47.65356,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,CC1CCCO1,C(F)(Cl)(Cl)Cl,O,O,O,0.0
5898,2.685393,3.987484,96.01252,0.0,0.0,0.0,0,[Li+].[B-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,COCCOC,O,O,O,O,-60.1802
2224,3.686636,4.844169,51.04395,44.11189,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,9.7
6453,3.283551,2.826278,32.21456,64.95916,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
3979,2.989659,12.85442,55.29088,31.85471,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
4185,3.37931,7.840401,92.1596,0.0,0.0,0.0,0,[Li+].[O-]Cl(=O)(=O)=O,CC1COC(=O)O1,O,O,O,O,8.454228
10868,2.830823,4.447372,51.30066,44.25197,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-19.8
2812,2.751314,6.174633,40.85952,52.96585,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
9908,3.473478,1.032338,53.08871,45.87896,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
9236,3.527708,3.176055,96.82395,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,29.4
12228,4.256611,10.92764,25.50584,33.24667,30.31986,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,CC(=O)OC,O,O,30.0
10315,2.411728,4.583966,95.41603,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,-29.5
13211,4.009451,7.276447,54.57625,38.14731,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,C1CCS(=O)(=O)C1,O,O,O,60.0
7292,2.853699,7.046012,59.0159,33.93809,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-29.5
4012,2.818769,16.86603,52.74565,30.38832,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
11738,3.28561,3.601891,64.4119,31.98621,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-19.8
1217,3.188084,14.66012,85.33988,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,9.7
6697,2.644612,13.69486,42.01217,44.29298,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-10.0
5922,3.718184,5.864307,94.13569,0.0,0.0,0.0,0,[Li+].[B-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)(F)F,COCCOC,O,O,O,O,-5.42407
7654,2.921577,15.35037,45.40816,39.24147,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-10.0
8421,2.999516,3.019861,88.48379,8.496354,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-19.8
11767,3.995941,5.174215,63.36129,31.46449,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,49.2
7373,3.395242,5.42946,41.18403,53.38651,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
1956,3.922985,15.75836,53.44842,30.79322,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
693,4.330453,7.013428,46.49329,46.49329,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,COC(=O)OC,O,O,O,75.26943
1409,3.739414,4.547229,87.09023,8.362542,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
13579,3.416641,8.552184,50.26311,41.18471,0.0,0.0,0,[Li+].C(F)(F)(F)S(=O)(=O)[O-],CC1COC(=O)O1,COCCOC,O,O,O,-20.0
13335,4.16346,6.983967,32.81059,60.20545,0.0,0.0,0,[Li+].F[As-](F)(F)(F)(F)F,C(Cl)Cl,C1CCOC1,O,O,O,20.0
12659,3.874482,6.824504,12.79662,10.02729,16.91587,53.43572,0,[Li+].F[As-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CC1CCCO1,C(Cl)Cl,O,-10.0
7551,3.602815,5.687972,50.59131,43.72072,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,59.0
4235,3.475138,4.935158,95.06484,0.0,0.0,0.0,0,[Li+].[O-]Cl(=O)(=O)=O,COCCOC,O,O,O,O,14.38385
3393,3.802493,8.568364,91.43164,0.0,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,59.0
1571,3.691789,16.97405,68.27519,14.75076,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
11671,3.96194,6.164071,34.27096,59.56497,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,19.5
3027,3.456782,8.681275,48.98563,42.3331,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,29.4
9211,3.129995,2.417045,97.58295,0.0,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O,O,O,O,-0.2
3084,3.471746,13.96965,46.14881,39.88154,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
10924,3.04527,8.518138,49.11513,42.36673,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,-0.2
10489,3.470302,6.666826,10.65034,82.68284,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
10662,3.596929,4.563173,41.56129,53.87554,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,19.5
11995,3.897364,7.231186,82.18756,10.58125,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,49.2
7534,3.196174,4.777827,51.07953,44.14264,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
8471,3.681976,6.033461,85.7342,8.232334,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,39.3
5341,3.639565,12.49027,26.07488,22.4922,29.40885,9.5338,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,CCOC(=O)OC,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F,O,20.0
11302,3.046018,1.056003,76.72,22.22399,0.0,0.0,0,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,CC1COC(=O)O1,O1CCOCC1,O,O,O,-10.0
6794,3.721362,8.523391,91.47661,0.0,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,O,O,O,O,19.5
4606,3.893894,11.11857,29.8886,58.99284,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CCOC(=O)OC,O,O,O,20.0
6702,3.789705,13.60341,42.05668,44.33991,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,39.3
6352,3.162303,5.077043,60.22535,34.6976,0.0,0.0,0,[Li+].F[P-](F)(F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-29.5
8709,3.202145,9.447539,57.45242,33.10004,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,-0.2
7705,3.877148,5.408105,31.39736,63.19453,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,C1COC(=O)O1,CC1COC(=O)O1,O,O,O,59.0
3897,3.624464,5.330213,60.06473,34.60506,0.0,0.0,0,[Li+].[B-](F)(F)(F)F,CC1COC(=O)O1,CCOC(=O)OCC,O,O,O,49.2
